trial_id,run_id,ObjectSpace,condition,image_file,iti,sampled_f0,sampled_f1,event_type,fix_dur,fix_kind,trial_duration_max,img_onset,img_dur,isi1_dur,isi1_type,dec_onset_est,max_dec_dur,isi2_dur,isi2_type,fb_dur
35,2,11.0,Congruent,11_0.122_1.000.png,1.455241322517395,0.125,1.0,,,,7.2310367822647095,47.97178268432617,1.0,1.107802152633667,hidden,50.079586029052734,3.0,1.1232346296310425,fixation,1.0
36,2,20.0,Medium,20_0.633_0.612.png,1.3510639667510986,0.642,0.603,,,,7.547338962554932,56.65806198120117,1.0,1.1866053342819214,hidden,58.84466552734375,3.0,1.3607336282730103,fixation,1.0
37,2,11.0,Congruent,11_0.224_0.878.png,1.4346239566802979,0.224,0.87,,,,7.806422591209412,65.55646514892578,1.0,1.4232642650604248,hidden,67.97972869873047,3.0,1.3831583261489868,fixation,1.0
38,2,22.0,Congruent,13b_0.714_0.776.png,1.3893102407455444,0.719,0.775,,,,7.3530778884887695,74.7975082397461,1.0,1.1123515367507935,hidden,76.90985870361328,3.0,1.240726351737976,fixation,1.0
39,2,1.0,Medium,1_0.694_0.592.png,1.2254691123962402,0.687,0.59,,,,7.781512498855591,83.53990173339844,1.0,1.3104201555252075,hidden,85.8503189086914,3.0,1.4710923433303833,fixation,1.0
40,2,9.0,Medium,9_0.245_0.429.png,1.298733115196228,0.235,0.422,,,,7.481463432312012,92.54688262939453,1.0,1.120642900466919,hidden,94.66752624511719,3.0,1.3608205318450928,fixation,1.0
41,2,8.0,Congruent,8_0.980_0.959.png,1.304129719734192,0.984,0.961,,,,7.809383273124695,101.32707977294922,1.0,1.462862491607666,hidden,103.7899398803711,3.0,1.3465207815170288,fixation,1.0
42,2,18.0,Incongruent,18_0.082_0.388.png,1.267575740814209,0.073,0.395,,,,7.427182078361511,110.44058990478516,1.0,1.2957309484481812,hidden,112.73632049560547,3.0,1.13145112991333,fixation,1.0
43,2,1.0,Medium,1_0.592_0.367.png,1.323590874671936,0.586,0.369,,,,7.48842465877533,119.13534545898438,1.0,1.347515344619751,hidden,121.48286437988281,3.0,1.1409093141555786,fixation,1.0
44,2,3.0,Incongruent,3_0.633_0.367.png,1.4416306018829346,0.63,0.367,,,,7.642216205596924,127.9473648071289,1.0,1.2575491666793823,hidden,130.2049102783203,3.0,1.3846670389175415,fixation,1.0
45,2,1.0,Medium,1_0.837_0.408.png,1.201074481010437,0.844,0.418,,,,7.476648926734924,137.0312042236328,1.0,1.306118130683899,hidden,139.3373260498047,3.0,1.1705307960510254,fixation,1.0
46,2,3.0,Incongruent,3_0.000_0.000.png,1.3733316659927368,0.0,0.0,,,,7.468596816062927,145.7089385986328,1.0,1.3200491666793823,hidden,148.0289764404297,3.0,1.148547649383545,fixation,1.0
47,2,22.0,Congruent,13b_0.816_0.959.png,1.4577407836914062,0.807,0.968,,,,7.465949296951294,154.5508575439453,1.0,1.2517937421798706,hidden,156.8026580810547,3.0,1.2141555547714233,fixation,1.0
48,2,2.0,Incongruent,2_0.510_0.102.png,1.203590989112854,0.515,0.093,,,,7.542027592658997,163.47454833984375,1.0,1.1000422239303589,hidden,165.57460021972656,3.0,1.4419853687286377,fixation,1.0
49,2,18.0,Incongruent,18_0.102_0.000.png,1.2306945323944092,0.107,0.0,,,,7.428041100502014,172.2201690673828,1.0,1.2000800371170044,hidden,174.42025756835938,3.0,1.2279610633850098,fixation,1.0
50,2,2.0,Incongruent,2_1.000_0.510.png,1.4399996995925903,1.0,0.504,,,,7.414004683494568,180.87890625,1.0,1.0933465957641602,hidden,182.97225952148438,3.0,1.3206580877304077,fixation,1.0
51,2,3.0,Incongruent,3_0.469_0.347.png,1.3899123668670654,0.473,0.35,,,,7.353974461555481,189.73291015625,1.0,1.1056891679763794,hidden,191.83859252929688,3.0,1.2482852935791016,fixation,1.0
