var_idx,n_iter,stage1_obj_mean,stage1_obj_p95,stage1_obj_max,best_csv,best_iter
99,20,1020.0195866338885,1032.039893975357,1032.042242917183,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0099_iter0001_d000496.csv,1
78,20,1020.0765369594919,1030.5895664199682,1034.4026294685946,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0278_iter0000_d001390.csv,0
157,20,1020.1482866909994,1028.9835344553533,1030.55284836773,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0357_iter0003_d002788.csv,3
70,20,1020.1974379781174,1033.0102560500743,1036.0377247191682,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0270_iter0002_d001352.csv,2
59,20,1020.2088274824915,1034.0849883477204,1040.9235330903962,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0059_iter0004_d000299.csv,4
83,20,1020.4277369497952,1030.5542333829876,1030.564762832611,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0283_iter0001_d001416.csv,1
197,20,1021.1727985979227,1030.2829491201535,1041.6849771164088,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0397_iter0001_d001986.csv,1
163,20,1021.1872364836629,1032.219832359066,1033.5889398517857,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0363_iter0002_d001817.csv,2
52,20,1021.2661070489809,1037.3485008791397,1044.9509741466215,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0052_iter0001_d000261.csv,1
42,20,1021.6457236832537,1040.9445554492934,1042.4466837355387,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0242_iter0000_d001210.csv,0
98,20,1021.6507796133376,1026.6610967391555,1046.423087757656,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0298_iter0003_d001493.csv,3
69,20,1021.6574414082709,1035.3338717218162,1038.3757421075466,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0269_iter0003_d001348.csv,3
176,20,1021.8371479128143,1031.4768585677239,1036.0587340455982,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0176_iter0001_d000881.csv,1
39,20,1022.0066490954708,1036.5373953883536,1059.339938692001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0239_iter0002_d003197.csv,2
186,20,1022.1545095129868,1045.28088208625,1051.359017252948,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0186_iter0001_d000931.csv,1
27,20,1022.2056772784465,1039.5669242324561,1043.369553140892,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0027_iter0004_d000139.csv,4
179,20,1023.1739480367036,1033.6208018488132,1034.5386657760528,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0379_iter0004_d001899.csv,4
54,20,1023.3758180838568,1041.500593885104,1052.1380397146816,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0254_iter0002_d001272.csv,2
125,20,1023.8262254147472,1035.3883923155993,1051.3462362035707,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0125_iter0003_d000628.csv,3
174,20,1024.7160419778872,1047.2864883120328,1048.9506928774126,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0374_iter0002_d001872.csv,2
