var_idx,n_iter,stage1_obj_mean,stage1_obj_p95,stage1_obj_max,best_csv,best_iter,best_stage1_obj
1923,1,1015.0996419376328,1015.0996419376328,1015.0996419376328,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1923_iter0000_d001923.csv,0,1015.0996419376328
1049,1,1015.1010200403979,1015.1010200403979,1015.1010200403979,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1049_iter0000_d001049.csv,0,1015.1010200403979
1961,1,1015.1019040629097,1015.1019040629097,1015.1019040629097,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1961_iter0000_d001961.csv,0,1015.1019040629097
1224,1,1015.105246020129,1015.105246020129,1015.105246020129,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1224_iter0000_d001224.csv,0,1015.105246020129
1600,1,1015.1058968240393,1015.1058968240393,1015.1058968240393,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1600_iter0000_d001600.csv,0,1015.1058968240393
767,1,1015.1080031288052,1015.1080031288052,1015.1080031288052,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0767_iter0000_d000767.csv,0,1015.1080031288052
1818,1,1015.1110541388375,1015.1110541388375,1015.1110541388375,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1818_iter0000_d001818.csv,0,1015.1110541388375
1850,1,1015.1111767698933,1015.1111767698933,1015.1111767698933,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1850_iter0000_d001850.csv,0,1015.1111767698933
717,1,1015.1123568260832,1015.1123568260832,1015.1123568260832,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0717_iter0000_d000717.csv,0,1015.1123568260832
1418,1,1015.1147082023225,1015.1147082023225,1015.1147082023225,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1418_iter0000_d001418.csv,0,1015.1147082023225
1549,1,1015.1152699671893,1015.1152699671893,1015.1152699671893,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1549_iter0000_d001549.csv,0,1015.1152699671893
77,1,1015.1152911385946,1015.1152911385946,1015.1152911385946,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0077_iter0000_d000077.csv,0,1015.1152911385946
567,1,1015.1164481013124,1015.1164481013124,1015.1164481013124,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0567_iter0000_d000567.csv,0,1015.1164481013124
443,1,1015.1185018178858,1015.1185018178858,1015.1185018178858,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0443_iter0000_d000443.csv,0,1015.1185018178858
562,1,1015.1192477551702,1015.1192477551702,1015.1192477551702,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0562_iter0000_d000562.csv,0,1015.1192477551702
1726,1,1015.1203603083494,1015.1203603083494,1015.1203603083494,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1726_iter0000_d001726.csv,0,1015.1203603083494
161,1,1015.1206558661713,1015.1206558661713,1015.1206558661713,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0161_iter0000_d000161.csv,0,1015.1206558661713
1262,1,1015.1214413953799,1015.1214413953799,1015.1214413953799,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1262_iter0000_d001262.csv,0,1015.1214413953799
791,1,1015.1224551218427,1015.1224551218427,1015.1224551218427,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0791_iter0000_d000791.csv,0,1015.1224551218427
334,1,1015.1227396950837,1015.1227396950837,1015.1227396950837,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0334_iter0000_d000334.csv,0,1015.1227396950837
1831,1,1015.1230012172587,1015.1230012172587,1015.1230012172587,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1831_iter0000_d001831.csv,0,1015.1230012172587
4,1,1015.1230558324434,1015.1230558324434,1015.1230558324434,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0004_iter0000_d000004.csv,0,1015.1230558324434
1877,1,1015.1247868428884,1015.1247868428884,1015.1247868428884,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1877_iter0000_d001877.csv,0,1015.1247868428884
267,1,1015.1261029084653,1015.1261029084653,1015.1261029084653,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0267_iter0000_d000267.csv,0,1015.1261029084653
172,1,1015.1270658910393,1015.1270658910393,1015.1270658910393,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0172_iter0000_d000172.csv,0,1015.1270658910393
183,1,1015.1275754089482,1015.1275754089482,1015.1275754089482,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0183_iter0000_d000183.csv,0,1015.1275754089482
1685,1,1015.1284184023917,1015.1284184023917,1015.1284184023917,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1685_iter0000_d001685.csv,0,1015.1284184023917
188,1,1015.1297199210584,1015.1297199210584,1015.1297199210584,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0188_iter0000_d000188.csv,0,1015.1297199210584
325,1,1015.1312191532918,1015.1312191532918,1015.1312191532918,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0325_iter0000_d000325.csv,0,1015.1312191532918
261,1,1015.131342776139,1015.131342776139,1015.131342776139,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0261_iter0000_d000261.csv,0,1015.131342776139
145,1,1015.1324922316826,1015.1324922316826,1015.1324922316826,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0145_iter0000_d000145.csv,0,1015.1324922316826
290,1,1015.1333994244911,1015.1333994244911,1015.1333994244911,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0290_iter0000_d000290.csv,0,1015.1333994244911
586,1,1015.1335671427113,1015.1335671427113,1015.1335671427113,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0586_iter0000_d000586.csv,0,1015.1335671427113
1449,1,1015.1356901800413,1015.1356901800413,1015.1356901800413,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1449_iter0000_d001449.csv,0,1015.1356901800413
123,1,1015.1359328617918,1015.1359328617918,1015.1359328617918,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0123_iter0000_d000123.csv,0,1015.1359328617918
1764,1,1015.1370751403558,1015.1370751403558,1015.1370751403558,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1764_iter0000_d001764.csv,0,1015.1370751403558
1364,1,1015.1372826602154,1015.1372826602154,1015.1372826602154,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1364_iter0000_d001364.csv,0,1015.1372826602154
787,1,1015.1373537940128,1015.1373537940128,1015.1373537940128,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0787_iter0000_d000787.csv,0,1015.1373537940128
1691,1,1015.1379051143768,1015.1379051143768,1015.1379051143768,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1691_iter0000_d001691.csv,0,1015.1379051143768
48,1,1015.1380590765583,1015.1380590765583,1015.1380590765583,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0048_iter0000_d000048.csv,0,1015.1380590765583
423,1,1015.1390876594503,1015.1390876594503,1015.1390876594503,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0423_iter0000_d000423.csv,0,1015.1390876594503
301,1,1015.1404829600866,1015.1404829600866,1015.1404829600866,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0301_iter0000_d000301.csv,0,1015.1404829600866
380,1,1015.1413236113758,1015.1413236113758,1015.1413236113758,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0380_iter0000_d000380.csv,0,1015.1413236113758
550,1,1015.1417047243931,1015.1417047243931,1015.1417047243931,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0550_iter0000_d000550.csv,0,1015.1417047243931
37,1,1015.1452638258659,1015.1452638258659,1015.1452638258659,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0037_iter0000_d000037.csv,0,1015.1452638258659
292,1,1015.1482932033308,1015.1482932033308,1015.1482932033308,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0292_iter0000_d000292.csv,0,1015.1482932033308
377,1,1015.1504636726664,1015.1504636726664,1015.1504636726664,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0377_iter0000_d000377.csv,0,1015.1504636726664
1452,1,1015.1525293329656,1015.1525293329656,1015.1525293329656,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1452_iter0000_d001452.csv,0,1015.1525293329656
141,1,1015.1682031498017,1015.1682031498017,1015.1682031498017,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0141_iter0000_d000141.csv,0,1015.1682031498017
2165,1,1015.5530978599757,1015.5530978599757,1015.5530978599757,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2165_iter0000_d002165.csv,0,1015.5530978599757
2351,1,1015.5593854627547,1015.5593854627547,1015.5593854627547,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2351_iter0000_d002351.csv,0,1015.5593854627547
2266,1,1015.574458609142,1015.574458609142,1015.574458609142,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2266_iter0000_d002266.csv,0,1015.574458609142
2064,1,1015.6033986829701,1015.6033986829701,1015.6033986829701,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2064_iter0000_d002064.csv,0,1015.6033986829701
2369,1,1015.6370755360931,1015.6370755360931,1015.6370755360931,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2369_iter0000_d002369.csv,0,1015.6370755360931
2042,1,1015.6866111377337,1015.6866111377337,1015.6866111377337,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2042_iter0000_d002042.csv,0,1015.6866111377337
2019,1,1015.69372956654,1015.69372956654,1015.69372956654,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2019_iter0000_d002019.csv,0,1015.69372956654
2110,1,1015.7047475195357,1015.7047475195357,1015.7047475195357,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2110_iter0000_d002110.csv,0,1015.7047475195357
2124,1,1015.7163475749209,1015.7163475749209,1015.7163475749209,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2124_iter0000_d002124.csv,0,1015.7163475749209
2324,1,1015.7297486187045,1015.7297486187045,1015.7297486187045,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2324_iter0000_d002324.csv,0,1015.7297486187045
2243,1,1015.7376647692995,1015.7376647692995,1015.7376647692995,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2243_iter0000_d002243.csv,0,1015.7376647692995
854,1,1015.744859464985,1015.744859464985,1015.744859464985,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0854_iter0000_d000854.csv,0,1015.744859464985
1154,1,1015.7461647940221,1015.7461647940221,1015.7461647940221,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1154_iter0000_d001154.csv,0,1015.7461647940221
2310,1,1015.7484915708674,1015.7484915708674,1015.7484915708674,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2310_iter0000_d002310.csv,0,1015.7484915708674
2353,1,1015.7503699865205,1015.7503699865205,1015.7503699865205,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2353_iter0000_d002353.csv,0,1015.7503699865205
2204,1,1015.7509387156726,1015.7509387156726,1015.7509387156726,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2204_iter0000_d002204.csv,0,1015.7509387156726
2200,1,1015.7596027150169,1015.7596027150169,1015.7596027150169,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2200_iter0000_d002200.csv,0,1015.7596027150169
2313,1,1015.7609943056685,1015.7609943056685,1015.7609943056685,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2313_iter0000_d002313.csv,0,1015.7609943056685
1036,1,1015.762925552483,1015.762925552483,1015.762925552483,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1036_iter0000_d001036.csv,0,1015.762925552483
2018,1,1015.7679024381248,1015.7679024381248,1015.7679024381248,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2018_iter0000_d002018.csv,0,1015.7679024381248
2004,1,1015.7724073064988,1015.7724073064988,1015.7724073064988,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2004_iter0000_d002004.csv,0,1015.7724073064988
1040,1,1015.7778741336917,1015.7778741336917,1015.7778741336917,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1040_iter0000_d001040.csv,0,1015.7778741336917
1013,1,1015.778803575814,1015.778803575814,1015.778803575814,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1013_iter0000_d001013.csv,0,1015.778803575814
936,1,1015.7812488730104,1015.7812488730104,1015.7812488730104,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0936_iter0000_d000936.csv,0,1015.7812488730104
928,1,1015.7834193395737,1015.7834193395737,1015.7834193395737,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0928_iter0000_d000928.csv,0,1015.7834193395737
910,1,1015.7869119837596,1015.7869119837596,1015.7869119837596,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0910_iter0000_d000910.csv,0,1015.7869119837596
2105,1,1015.7895987286308,1015.7895987286308,1015.7895987286308,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2105_iter0000_d002105.csv,0,1015.7895987286308
2173,1,1015.7909595423127,1015.7909595423127,1015.7909595423127,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2173_iter0000_d002173.csv,0,1015.7909595423127
1239,1,1015.7928714178562,1015.7928714178562,1015.7928714178562,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1239_iter0000_d001239.csv,0,1015.7928714178562
1951,1,1015.7933319931318,1015.7933319931318,1015.7933319931318,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1951_iter0000_d001951.csv,0,1015.7933319931318
1828,1,1015.7956109646273,1015.7956109646273,1015.7956109646273,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1828_iter0000_d001828.csv,0,1015.7956109646273
2129,1,1015.7979368665146,1015.7979368665146,1015.7979368665146,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2129_iter0000_d002129.csv,0,1015.7979368665146
807,1,1015.7999829460335,1015.7999829460335,1015.7999829460335,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0807_iter0000_d000807.csv,0,1015.7999829460335
1748,1,1015.8054938152379,1015.8054938152379,1015.8054938152379,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1748_iter0000_d001748.csv,0,1015.8054938152379
806,1,1015.8094572978174,1015.8094572978174,1015.8094572978174,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0806_iter0000_d000806.csv,0,1015.8094572978174
1124,1,1015.8148325627038,1015.8148325627038,1015.8148325627038,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1124_iter0000_d001124.csv,0,1015.8148325627038
1254,1,1015.8154996116472,1015.8154996116472,1015.8154996116472,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1254_iter0000_d001254.csv,0,1015.8154996116472
924,1,1015.8161500557588,1015.8161500557588,1015.8161500557588,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0924_iter0000_d000924.csv,0,1015.8161500557588
1739,1,1015.8164475400795,1015.8164475400795,1015.8164475400795,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1739_iter0000_d001739.csv,0,1015.8164475400795
1620,1,1015.8179993008466,1015.8179993008466,1015.8179993008466,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1620_iter0000_d001620.csv,0,1015.8179993008466
1297,1,1015.8239337066045,1015.8239337066045,1015.8239337066045,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1297_iter0000_d001297.csv,0,1015.8239337066045
1763,1,1015.8251814315589,1015.8251814315589,1015.8251814315589,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1763_iter0000_d001763.csv,0,1015.8251814315589
954,1,1015.8312770511012,1015.8312770511012,1015.8312770511012,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0954_iter0000_d000954.csv,0,1015.8312770511012
741,1,1015.8319298869827,1015.8319298869827,1015.8319298869827,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0741_iter0000_d000741.csv,0,1015.8319298869827
906,1,1015.8327783548095,1015.8327783548095,1015.8327783548095,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0906_iter0000_d000906.csv,0,1015.8327783548095
870,1,1015.8367303484924,1015.8367303484924,1015.8367303484924,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0870_iter0000_d000870.csv,0,1015.8367303484924
1628,1,1015.8405611698872,1015.8405611698872,1015.8405611698872,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1628_iter0000_d001628.csv,0,1015.8405611698872
2059,1,1015.842363298694,1015.842363298694,1015.842363298694,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2059_iter0000_d002059.csv,0,1015.842363298694
852,1,1015.84377200409,1015.84377200409,1015.84377200409,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0852_iter0000_d000852.csv,0,1015.84377200409
693,1,1015.843928666147,1015.843928666147,1015.843928666147,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0693_iter0000_d000693.csv,0,1015.843928666147
814,1,1015.8458641571356,1015.8458641571356,1015.8458641571356,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0814_iter0000_d000814.csv,0,1015.8458641571356
1710,1,1015.8508199620935,1015.8508199620935,1015.8508199620935,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1710_iter0000_d001710.csv,0,1015.8508199620935
469,1,1015.854248543845,1015.854248543845,1015.854248543845,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0469_iter0000_d000469.csv,0,1015.854248543845
1894,1,1015.8546624054703,1015.8546624054703,1015.8546624054703,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1894_iter0000_d001894.csv,0,1015.8546624054703
514,1,1015.8559487176911,1015.8559487176911,1015.8559487176911,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0514_iter0000_d000514.csv,0,1015.8559487176911
1178,1,1015.8561049951944,1015.8561049951944,1015.8561049951944,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1178_iter0000_d001178.csv,0,1015.8561049951944
867,1,1015.8605256314173,1015.8605256314173,1015.8605256314173,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0867_iter0000_d000867.csv,0,1015.8605256314173
918,1,1015.8616262879658,1015.8616262879658,1015.8616262879658,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0918_iter0000_d000918.csv,0,1015.8616262879658
1251,1,1015.8659048990776,1015.8659048990776,1015.8659048990776,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1251_iter0000_d001251.csv,0,1015.8659048990776
786,1,1015.8693741774489,1015.8693741774489,1015.8693741774489,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0786_iter0000_d000786.csv,0,1015.8693741774489
1989,1,1015.8718163153792,1015.8718163153792,1015.8718163153792,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1989_iter0000_d001989.csv,0,1015.8718163153792
678,1,1015.8719146569362,1015.8719146569362,1015.8719146569362,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0678_iter0000_d000678.csv,0,1015.8719146569362
831,1,1015.8719909675682,1015.8719909675682,1015.8719909675682,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0831_iter0000_d000831.csv,0,1015.8719909675682
1100,1,1015.8727919665703,1015.8727919665703,1015.8727919665703,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1100_iter0000_d001100.csv,0,1015.8727919665703
1433,1,1015.876642470991,1015.876642470991,1015.876642470991,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1433_iter0000_d001433.csv,0,1015.876642470991
1833,1,1015.8769754899407,1015.8769754899407,1015.8769754899407,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1833_iter0000_d001833.csv,0,1015.8769754899407
1030,1,1015.8771504518569,1015.8771504518569,1015.8771504518569,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1030_iter0000_d001030.csv,0,1015.8771504518569
583,1,1015.8778094554373,1015.8778094554373,1015.8778094554373,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0583_iter0000_d000583.csv,0,1015.8778094554373
991,1,1015.8782795965976,1015.8782795965976,1015.8782795965976,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0991_iter0000_d000991.csv,0,1015.8782795965976
1467,1,1015.881224990342,1015.881224990342,1015.881224990342,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1467_iter0000_d001467.csv,0,1015.881224990342
592,1,1015.8813645132909,1015.8813645132909,1015.8813645132909,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0592_iter0000_d000592.csv,0,1015.8813645132909
1855,1,1015.8821202033058,1015.8821202033058,1015.8821202033058,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1855_iter0000_d001855.csv,0,1015.8821202033058
1402,1,1015.8837747879243,1015.8837747879243,1015.8837747879243,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1402_iter0000_d001402.csv,0,1015.8837747879243
1609,1,1015.886858513595,1015.886858513595,1015.886858513595,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1609_iter0000_d001609.csv,0,1015.886858513595
718,1,1015.8879183010241,1015.8879183010241,1015.8879183010241,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0718_iter0000_d000718.csv,0,1015.8879183010241
1478,1,1015.8891282560733,1015.8891282560733,1015.8891282560733,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1478_iter0000_d001478.csv,0,1015.8891282560733
446,1,1015.8892631953339,1015.8892631953339,1015.8892631953339,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0446_iter0000_d000446.csv,0,1015.8892631953339
859,1,1015.890590280843,1015.890590280843,1015.890590280843,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0859_iter0000_d000859.csv,0,1015.890590280843
774,1,1015.8907782305375,1015.8907782305375,1015.8907782305375,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0774_iter0000_d000774.csv,0,1015.8907782305375
1218,1,1015.8913928953202,1015.8913928953202,1015.8913928953202,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1218_iter0000_d001218.csv,0,1015.8913928953202
824,1,1015.8924799640978,1015.8924799640978,1015.8924799640978,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0824_iter0000_d000824.csv,0,1015.8924799640978
554,1,1015.8950137434967,1015.8950137434967,1015.8950137434967,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0554_iter0000_d000554.csv,0,1015.8950137434967
1145,1,1015.8961557790847,1015.8961557790847,1015.8961557790847,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1145_iter0000_d001145.csv,0,1015.8961557790847
644,1,1015.8966246343261,1015.8966246343261,1015.8966246343261,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0644_iter0000_d000644.csv,0,1015.8966246343261
1373,1,1015.8971882694898,1015.8971882694898,1015.8971882694898,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1373_iter0000_d001373.csv,0,1015.8971882694898
2023,1,1015.8974529739254,1015.8974529739254,1015.8974529739254,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2023_iter0000_d002023.csv,0,1015.8974529739254
1354,1,1015.8987013685928,1015.8987013685928,1015.8987013685928,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1354_iter0000_d001354.csv,0,1015.8987013685928
1079,1,1015.8990331987925,1015.8990331987925,1015.8990331987925,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1079_iter0000_d001079.csv,0,1015.8990331987925
874,1,1015.8996863790017,1015.8996863790017,1015.8996863790017,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0874_iter0000_d000874.csv,0,1015.8996863790017
1797,1,1015.901328258441,1015.901328258441,1015.901328258441,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1797_iter0000_d001797.csv,0,1015.901328258441
1288,1,1015.9018165259959,1015.9018165259959,1015.9018165259959,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1288_iter0000_d001288.csv,0,1015.9018165259959
971,1,1015.9027345297379,1015.9027345297379,1015.9027345297379,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0971_iter0000_d000971.csv,0,1015.9027345297379
1221,1,1015.9030266550535,1015.9030266550535,1015.9030266550535,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1221_iter0000_d001221.csv,0,1015.9030266550535
406,1,1015.9045749952189,1015.9045749952189,1015.9045749952189,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0406_iter0000_d000406.csv,0,1015.9045749952189
1909,1,1015.9047184521187,1015.9047184521187,1015.9047184521187,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1909_iter0000_d001909.csv,0,1015.9047184521187
635,1,1015.906026167052,1015.906026167052,1015.906026167052,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0635_iter0000_d000635.csv,0,1015.906026167052
1267,1,1015.9067440522128,1015.9067440522128,1015.9067440522128,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1267_iter0000_d001267.csv,0,1015.9067440522128
1393,1,1015.9070400207241,1015.9070400207241,1015.9070400207241,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1393_iter0000_d001393.csv,0,1015.9070400207241
1636,1,1015.9077875404754,1015.9077875404754,1015.9077875404754,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1636_iter0000_d001636.csv,0,1015.9077875404754
1230,1,1015.9106088851248,1015.9106088851248,1015.9106088851248,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1230_iter0000_d001230.csv,0,1015.9106088851248
1907,1,1015.910821188992,1015.910821188992,1015.910821188992,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1907_iter0000_d001907.csv,0,1015.910821188992
651,1,1015.9113886327547,1015.9113886327547,1015.9113886327547,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0651_iter0000_d000651.csv,0,1015.9113886327547
605,1,1015.9128394189424,1015.9128394189424,1015.9128394189424,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0605_iter0000_d000605.csv,0,1015.9128394189424
2254,1,1015.915502849834,1015.915502849834,1015.915502849834,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2254_iter0000_d002254.csv,0,1015.915502849834
1517,1,1015.9155690758633,1015.9155690758633,1015.9155690758633,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1517_iter0000_d001517.csv,0,1015.9155690758633
894,1,1015.9156701663111,1015.9156701663111,1015.9156701663111,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0894_iter0000_d000894.csv,0,1015.9156701663111
849,1,1015.9169166795525,1015.9169166795525,1015.9169166795525,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0849_iter0000_d000849.csv,0,1015.9169166795525
1958,1,1015.9187193561743,1015.9187193561743,1015.9187193561743,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1958_iter0000_d001958.csv,0,1015.9187193561743
1065,1,1015.9204303423536,1015.9204303423536,1015.9204303423536,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1065_iter0000_d001065.csv,0,1015.9204303423536
950,1,1015.9214411056935,1015.9214411056935,1015.9214411056935,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0950_iter0000_d000950.csv,0,1015.9214411056935
1615,1,1015.9228026877952,1015.9228026877952,1015.9228026877952,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1615_iter0000_d001615.csv,0,1015.9228026877952
610,1,1015.9233715092613,1015.9233715092613,1015.9233715092613,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0610_iter0000_d000610.csv,0,1015.9233715092613
2107,1,1015.9236212642151,1015.9236212642151,1015.9236212642151,design_optimisation\optim_out_v4_1\candidate_bank\designs\var2107_iter0000_d002107.csv,0,1015.9236212642151
1050,1,1015.9247031408855,1015.9247031408855,1015.9247031408855,design_optimisation\optim_out_v4_1\candidate_bank\designs\var1050_iter0000_d001050.csv,0,1015.9247031408855
